run_name,backbone,seed,query_learning_mode,query_objective,adaptation_target,trainable_module,trainable_parameter_count,retrieval_negative_count,retrieval_loss_type,retrieval_margin_value,adapt_learning_rate,adapt_steps,target_eval_repeats,target_episode_repeats,target_episode_policy,target_support_weighting,target_split_policy,target_support_bank_size,target_support_negative_pool,target_support_negative_sampler,target_support_selection_policy,support_updates,support_examples_touched,zero_shot_task_score,best_adapt_task_score,task_gain,task_metric_name,zero_shot_task_proxy_score,best_adapt_task_proxy_score,proxy_gain,task_proxy_name,best_adapt_task_margin,zero_shot_query_loss,best_adapt_query_loss,best_adapt_shot,best_adapt_step,adaptation_effective,run_dir
qwen25-neg15-seed-50201,Qwen2.5-1.5B-Instruct,50201,meta_trained,continuation_retrieval,q_only,reader.queries,256,15,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.4918237460984124,0.4918661548031701,4.240870475769043e-05,gold_choice_probability,-0.03296873873720566,1.0992538266711764,1.0992584625879924,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg15-seed-50201
qwen25-neg3-seed-50201,Qwen2.5-1.5B-Instruct,50201,meta_trained,continuation_retrieval,q_only,reader.queries,256,3,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.4918237460984124,0.4918949140442742,7.11679458618164e-05,gold_choice_probability,-0.032853332865569324,1.0992538266711764,1.0992547273635864,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg3-seed-50201
qwen25-neg7-seed-50201,Qwen2.5-1.5B-Instruct,50201,meta_trained,continuation_retrieval,q_only,reader.queries,256,7,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.4918237460984124,0.49187402261628044,5.027651786804199e-05,gold_choice_probability,-0.03293778530011575,1.0992538266711764,1.0992567936579387,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg7-seed-50201
qwen25-neg15-seed-50202,Qwen2.5-1.5B-Instruct,50202,meta_trained,continuation_retrieval,q_only,reader.queries,256,15,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.6666666666666666,0.6666666666666666,0.0,accuracy,0.5179243485132853,0.5179788437154558,5.449520217049031e-05,gold_choice_probability,0.07222065122591124,1.1004432042439778,1.1004431115256414,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg15-seed-50202
qwen25-neg3-seed-50202,Qwen2.5-1.5B-Instruct,50202,meta_trained,continuation_retrieval,q_only,reader.queries,256,3,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.6666666666666666,0.6666666666666666,0.0,accuracy,0.5179243485132853,0.5179326335589091,8.285045623779297e-06,gold_choice_probability,0.07203494881590207,1.1004432042439778,1.1004434029261272,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg3-seed-50202
qwen25-neg7-seed-50202,Qwen2.5-1.5B-Instruct,50202,meta_trained,continuation_retrieval,q_only,reader.queries,256,7,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.6666666666666666,0.6666666666666666,0.0,accuracy,0.5179243485132853,0.5179610417948829,3.669328159761065e-05,gold_choice_probability,0.07214925727910465,1.1004432042439778,1.1004409790039062,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg7-seed-50202
qwen25-neg15-seed-50203,Qwen2.5-1.5B-Instruct,50203,meta_trained,continuation_retrieval,q_only,reader.queries,256,15,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.5555555555555556,0.5555555555555556,0.0,accuracy,0.5033983786900839,0.5034704473283556,7.206863827169396e-05,gold_choice_probability,0.013866636746873457,1.1031466987397935,1.10313614209493,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg15-seed-50203
qwen25-neg3-seed-50203,Qwen2.5-1.5B-Instruct,50203,meta_trained,continuation_retrieval,q_only,reader.queries,256,3,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.5555555555555556,0.5555555555555556,0.0,accuracy,0.5033983786900839,0.503479109870063,8.073117997908774e-05,gold_choice_probability,0.013901620844586028,1.1031466987397935,1.1031331751081679,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg3-seed-50203
qwen25-neg7-seed-50203,Qwen2.5-1.5B-Instruct,50203,meta_trained,continuation_retrieval,q_only,reader.queries,256,7,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.5555555555555556,0.5555555555555556,0.0,accuracy,0.5033983786900839,0.5034788846969604,8.05060068765906e-05,gold_choice_probability,0.013900564931746986,1.1031466987397935,1.103134552637736,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg7-seed-50203
qwen25-neg15-seed-50204,Qwen2.5-1.5B-Instruct,50204,meta_trained,continuation_retrieval,q_only,reader.queries,256,15,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.5099379519621531,0.5100241568353441,8.620487319099812e-05,gold_choice_probability,0.040925201028585434,1.1352744897206624,1.1352197064293756,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg15-seed-50204
qwen25-neg3-seed-50204,Qwen2.5-1.5B-Instruct,50204,meta_trained,continuation_retrieval,q_only,reader.queries,256,3,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.5099379519621531,0.5099867251184251,4.877315627205281e-05,gold_choice_probability,0.0407733710275756,1.1352744897206624,1.1352292034361098,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg3-seed-50204
qwen25-neg7-seed-50204,Qwen2.5-1.5B-Instruct,50204,meta_trained,continuation_retrieval,q_only,reader.queries,256,7,,,0.2,3,3,3,aggregate_support,uniform,random,auto,source_plus_support_bank,hard_by_current_model,plain,3,27,0.4444444444444444,0.4444444444444444,0.0,accuracy,0.5099379519621531,0.5100219514634874,8.399950133430867e-05,gold_choice_probability,0.04091655297411813,1.1352744897206624,1.1352369785308838,3,3,True,/root/autodl-tmp/memtotal-stage-c-qonly-negative-count-sweep-v1/qwen25-neg7-seed-50204
