run_name,backbone,seed,example_id,benchmark_id,domain,task_name,best_adapt_shot,best_adapt_step,zero_task_score,final_task_score,task_gain,zero_task_proxy_score,final_task_proxy_score,proxy_gain,zero_task_margin,final_task_margin,margin_gain,zero_correct_rate,final_correct_rate,still_wrong,crosses_zero_margin,near_threshold_unflipped,gold_label,gold_text,predicted_label_majority,predicted_label_variants,top_competitor_label_majority,top_competitor_text,question_gold_overlap,context_gold_overlap,context_competitor_overlap,context_overlap_gap,gold_competitor_jaccard,support_ids,eval_query_set_ids,heuristic_tags,story_context,segment,choices_json,run_dir
qwen25-seed-55204,Qwen2.5-1.5B-Instruct,55204,b98c114b-d657-49d2-9bd1-912438fadd68,story_cloze,narrative,story_cloze_narrative_meta,3,0,1.0,1.0,0.0,0.500137209892273,0.500137209892273,0.0,0.0005488339811563492,0.0005488339811563492,0.0,1.0,1.0,False,False,False,A,Susan knew the choice she made was difficult but for the best.,A,A,B,Susan was mad because she had no family to turn to.,,0.45454545454545453,0.3,0.15454545454545454,0.16666666666666666,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|ced7d97e-c873-448c-bce0-30274ceac332,81607ad0-83c4-4c23-ad7c-789a149d97c8|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,,Story: Susan knew she hurt him by leaving. She knew she couldn't turn back. The next day she packed up and never looked back. She moved back in with her parents for awhile.,Story: Susan knew she hurt him by leaving. She knew she couldn't turn back. The next day she packed up and never looked back. She moved back in with her parents for awhile. || Candidate endings: A: Susan knew the choice she made was difficult but for the best. | B: Susan was mad because she had no family to turn to. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.500137209892273, ""score"": 0.02557581104338169, ""text"": ""Susan knew the choice she made was difficult but for the best.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.49986279010772705, ""score"": 0.025026977062225342, ""text"": ""Susan was mad because she had no family to turn to.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55204
qwen25-seed-55201,Qwen2.5-1.5B-Instruct,55201,b98c114b-d657-49d2-9bd1-912438fadd68,story_cloze,narrative,story_cloze_narrative_meta,3,3,1.0,1.0,0.0,0.5029967427253723,0.5027481317520142,-0.0002486109733581543,0.011987142264842987,0.01099272072315216,-0.0009944215416908264,1.0,1.0,False,False,False,A,Susan knew the choice she made was difficult but for the best.,A,A,B,Susan was mad because she had no family to turn to.,,0.45454545454545453,0.3,0.15454545454545454,0.16666666666666666,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|81607ad0-83c4-4c23-ad7c-789a149d97c8|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|f2420b66-049f-4615-b2ba-51a0f6d63c49,16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|81607ad0-83c4-4c23-ad7c-789a149d97c8|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332,,Story: Susan knew she hurt him by leaving. She knew she couldn't turn back. The next day she packed up and never looked back. She moved back in with her parents for awhile.,Story: Susan knew she hurt him by leaving. She knew she couldn't turn back. The next day she packed up and never looked back. She moved back in with her parents for awhile. || Candidate endings: A: Susan knew the choice she made was difficult but for the best. | B: Susan was mad because she had no family to turn to. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5027481317520142, ""score"": -0.03971926122903824, ""text"": ""Susan knew the choice she made was difficult but for the best.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.49725183844566345, ""score"": -0.0507119819521904, ""text"": ""Susan was mad because she had no family to turn to.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55201
qwen25-seed-55205,Qwen2.5-1.5B-Instruct,55205,2758e7c5-6100-4182-99d3-e7d9e435a394,story_cloze,narrative,story_cloze_narrative_meta,3,3,0.0,0.0,0.0,0.4964797794818878,0.49669668078422546,0.00021690130233764648,-0.014081045985221863,-0.013213425874710083,0.0008676201105117798,0.0,0.0,True,False,True,A,Ned decided to come back for a visit.,B,B,B,Ned was livid the neighborhood celebrated Halloween.,,0.375,0.5714285714285714,-0.1964285714285714,0.07142857142857142,b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332,0faf4829-3b27-42d3-a69f-2d6036b110f3|2758e7c5-6100-4182-99d3-e7d9e435a394|f2420b66-049f-4615-b2ba-51a0f6d63c49,improving_but_unflipped|near_rank_flip|proxy_up_without_flip|story_context_favors_competitor,Story: Every Halloween Ned had a party at his house. The whole neighborhood looked forward to going to Ned's party. Ned moved away to a different town last year. The people in the neighborhood made Ned's old house a haunted house.,Story: Every Halloween Ned had a party at his house. The whole neighborhood looked forward to going to Ned's party. Ned moved away to a different town last year. The people in the neighborhood made Ned's old house a haunted house. || Candidate endings: A: Ned decided to come back for a visit. | B: Ned was livid the neighborhood celebrated Halloween. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": false, ""label"": ""A"", ""probability"": 0.49669668078422546, ""score"": 0.07072877138853073, ""text"": ""Ned decided to come back for a visit.""}, {""is_gold"": false, ""is_predicted"": true, ""label"": ""B"", ""probability"": 0.5033032894134521, ""score"": 0.08394219726324081, ""text"": ""Ned was livid the neighborhood celebrated Halloween.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55205
qwen25-seed-55201,Qwen2.5-1.5B-Instruct,55201,81607ad0-83c4-4c23-ad7c-789a149d97c8,story_cloze,narrative,story_cloze_narrative_meta,3,3,1.0,1.0,0.0,0.507301390171051,0.5074796080589294,0.00017821788787841797,0.02920772135257721,0.029920682311058044,0.000712960958480835,1.0,1.0,False,False,False,A,Janet had a huge look of disappointment on her face.,A,A,B,Janet was happy about that.,,0.2,0.4,-0.2,0.07142857142857142,16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,0faf4829-3b27-42d3-a69f-2d6036b110f3|81607ad0-83c4-4c23-ad7c-789a149d97c8|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332,story_context_favors_competitor,Story: Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out.,Story: Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out. || Candidate endings: A: Janet had a huge look of disappointment on her face. | B: Janet was happy about that. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5074796080589294, ""score"": -0.03335276246070862, ""text"": ""Janet had a huge look of disappointment on her face.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.49252039194107056, ""score"": -0.06327344477176666, ""text"": ""Janet was happy about that.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55201
qwen25-seed-55203,Qwen2.5-1.5B-Instruct,55203,b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969,story_cloze,narrative,story_cloze_narrative_meta,3,3,0.0,0.0,0.0,0.49210312962532043,0.492234468460083,0.00013133883476257324,-0.03159012645483017,-0.03106474131345749,0.0005253851413726807,0.0,0.0,True,False,False,A,He had to buy new ones.,B,B,B,He went running.,,0.3333333333333333,0.3333333333333333,0.0,0.125,0faf4829-3b27-42d3-a69f-2d6036b110f3|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,81607ad0-83c4-4c23-ad7c-789a149d97c8|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68,improving_but_unflipped|proxy_up_without_flip|story_context_ambiguous,Story: Jason loved his old shoes. He was wearing them when the sole fell off. He tried to glue them back on. What a mess he made.,Story: Jason loved his old shoes. He was wearing them when the sole fell off. He tried to glue them back on. What a mess he made. || Candidate endings: A: He had to buy new ones. | B: He went running. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": false, ""label"": ""A"", ""probability"": 0.492234468460083, ""score"": -0.11183204501867294, ""text"": ""He had to buy new ones.""}, {""is_gold"": false, ""is_predicted"": true, ""label"": ""B"", ""probability"": 0.5077655911445618, ""score"": -0.08076730370521545, ""text"": ""He went running.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55203
qwen25-seed-55203,Qwen2.5-1.5B-Instruct,55203,f2420b66-049f-4615-b2ba-51a0f6d63c49,story_cloze,narrative,story_cloze_narrative_meta,3,3,1.0,1.0,0.0,0.5081769227981567,0.508304238319397,0.00012731552124023438,0.03271057456731796,0.03321991115808487,0.0005093365907669067,1.0,1.0,False,False,False,A,The astronaut felt a surge of excitement.,A,A,B,The astronaut ate a donut.,,0.2857142857142857,0.4,-0.11428571428571432,0.3333333333333333,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394,b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,story_context_favors_competitor,"Story: The astronaut sat strapped into his chair. His face was cold determination, but he was nervous. He remembered his training and focused on the mission. The rocket booster began to ignite, this was it.","Story: The astronaut sat strapped into his chair. His face was cold determination, but he was nervous. He remembered his training and focused on the mission. The rocket booster began to ignite, this was it. || Candidate endings: A: The astronaut felt a surge of excitement. | B: The astronaut ate a donut. || Choose the most coherent ending.","[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.508304238319397, ""score"": 0.09181832522153854, ""text"": ""The astronaut felt a surge of excitement.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.4916958212852478, ""score"": 0.058598414063453674, ""text"": ""The astronaut ate a donut.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55203
qwen25-seed-55205,Qwen2.5-1.5B-Instruct,55205,0faf4829-3b27-42d3-a69f-2d6036b110f3,story_cloze,narrative,story_cloze_narrative_meta,3,3,1.0,1.0,0.0,0.5086106061935425,0.5086745619773865,6.395578384399414e-05,0.03444582037627697,0.03470182977616787,0.00025600939989089966,1.0,1.0,False,False,False,A,Tara was grateful to her boss.,A,A,B,Tara was angered by this.,,0.8333333333333334,0.4,0.43333333333333335,0.2222222222222222,16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,0faf4829-3b27-42d3-a69f-2d6036b110f3|2758e7c5-6100-4182-99d3-e7d9e435a394|81607ad0-83c4-4c23-ad7c-789a149d97c8|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332|f2420b66-049f-4615-b2ba-51a0f6d63c49,,Story: Tara was sick in bed all week. She missed work due to a really bad flu. Tara got a surprise visit from her boss in the evening. Her boss sent her cookies and a get-well card.,Story: Tara was sick in bed all week. She missed work due to a really bad flu. Tara got a surprise visit from her boss in the evening. Her boss sent her cookies and a get-well card. || Candidate endings: A: Tara was grateful to her boss. | B: Tara was angered by this. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5086745619773865, ""score"": -0.029003994539380074, ""text"": ""Tara was grateful to her boss.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.49132540822029114, ""score"": -0.06370582431554794, ""text"": ""Tara was angered by this.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55205
qwen25-seed-55204,Qwen2.5-1.5B-Instruct,55204,ced7d97e-c873-448c-bce0-30274ceac332,story_cloze,narrative,story_cloze_narrative_meta,3,0,0.0,0.0,0.0,0.4893636703491211,0.4893636703491211,0.0,-0.04255159758031368,-0.04255159758031368,0.0,0.0,0.0,True,False,False,B,The teacher was impressed and gave her an A on her exam.,A,A,A,Lauren was excited about going out to lunch soon.,,0.45454545454545453,0.4444444444444444,0.01010101010101011,0.05263157894736842,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969,2758e7c5-6100-4182-99d3-e7d9e435a394|81607ad0-83c4-4c23-ad7c-789a149d97c8|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332,story_context_ambiguous,Story: Lauren was nervous about giving a speech for her French final exam. She arrived to class. It was her turn to give her speech. She finished her speech and felt relieved.,Story: Lauren was nervous about giving a speech for her French final exam. She arrived to class. It was her turn to give her speech. She finished her speech and felt relieved. || Candidate endings: A: Lauren was excited about going out to lunch soon. | B: The teacher was impressed and gave her an A on her exam. || Choose the most coherent ending.,"[{""is_gold"": false, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5106362700462341, ""score"": 0.05877947062253952, ""text"": ""Lauren was excited about going out to lunch soon.""}, {""is_gold"": true, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.4893636703491211, ""score"": 0.016227873042225838, ""text"": ""The teacher was impressed and gave her an A on her exam.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55204
qwen25-seed-55204,Qwen2.5-1.5B-Instruct,55204,81607ad0-83c4-4c23-ad7c-789a149d97c8,story_cloze,narrative,story_cloze_narrative_meta,3,0,1.0,1.0,0.0,0.5112519860267639,0.5112519860267639,0.0,0.04501551762223244,0.04501551762223244,0.0,1.0,1.0,False,False,False,A,Janet had a huge look of disappointment on her face.,A,A,B,Janet was happy about that.,,0.2,0.4,-0.2,0.07142857142857142,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|2758e7c5-6100-4182-99d3-e7d9e435a394|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969,2758e7c5-6100-4182-99d3-e7d9e435a394|81607ad0-83c4-4c23-ad7c-789a149d97c8|b98c114b-d657-49d2-9bd1-912438fadd68|ced7d97e-c873-448c-bce0-30274ceac332,story_context_favors_competitor,Story: Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out.,Story: Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out. || Candidate endings: A: Janet had a huge look of disappointment on her face. | B: Janet was happy about that. || Choose the most coherent ending.,"[{""is_gold"": true, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5112519860267639, ""score"": -0.04373342916369438, ""text"": ""Janet had a huge look of disappointment on her face.""}, {""is_gold"": false, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.4887480139732361, ""score"": -0.08874894678592682, ""text"": ""Janet was happy about that.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55204
qwen25-seed-55202,Qwen2.5-1.5B-Instruct,55202,ced7d97e-c873-448c-bce0-30274ceac332,story_cloze,narrative,story_cloze_narrative_meta,3,3,0.0,0.0,0.0,0.488350510597229,0.4884067475795746,5.6236982345581055e-05,-0.046606361865997314,-0.04638136923313141,0.00022499263286590576,0.0,0.0,True,False,False,B,The teacher was impressed and gave her an A on her exam.,A,A,A,Lauren was excited about going out to lunch soon.,,0.45454545454545453,0.4444444444444444,0.01010101010101011,0.05263157894736842,81607ad0-83c4-4c23-ad7c-789a149d97c8|b73dcd4d-e4ad-498d-ac8f-a31a7e4bc969|f2420b66-049f-4615-b2ba-51a0f6d63c49,0faf4829-3b27-42d3-a69f-2d6036b110f3|16ac16d6-41a4-49f4-a3e1-ec242ce8f921|ced7d97e-c873-448c-bce0-30274ceac332,improving_but_unflipped|proxy_up_without_flip|story_context_ambiguous,Story: Lauren was nervous about giving a speech for her French final exam. She arrived to class. It was her turn to give her speech. She finished her speech and felt relieved.,Story: Lauren was nervous about giving a speech for her French final exam. She arrived to class. It was her turn to give her speech. She finished her speech and felt relieved. || Candidate endings: A: Lauren was excited about going out to lunch soon. | B: The teacher was impressed and gave her an A on her exam. || Choose the most coherent ending.,"[{""is_gold"": false, ""is_predicted"": true, ""label"": ""A"", ""probability"": 0.5115932822227478, ""score"": -0.12745025753974915, ""text"": ""Lauren was excited about going out to lunch soon.""}, {""is_gold"": true, ""is_predicted"": false, ""label"": ""B"", ""probability"": 0.4884067475795746, ""score"": -0.17383162677288055, ""text"": ""The teacher was impressed and gave her an A on her exam.""}]",/root/autodl-tmp/memtotal-stage-c-qonly-seed-sweep-v6-case-dump/qwen25-seed-55202
